"Buyer                  ","Proj. ","SWBS","Item            ","Description         ","Linked STD Item ","EBOM Qty","Orig.   ","Consum  ","Remain  ","Group ","Supplier","Hold","MRIY Date ","LTime","SHLF LF ","Plan Or.Dt","UOM","On Hand ","On Order","Alloc   ","    EFDB      "," Act. Issue   ","Shortage"
"  8019 EBSCH, KRISTI   ","469","555","    555-07-SF001","SPECTACLE FLANGE, 1""","561908-000000001","3","3","2","1","56","105206","No  ","02/12/2013","180","0","08/16/2012","EA ","0","0","0","3","2","1"
"  8019 EBSCH, KRISTI   ","469","583","    583-01-0004A","T-BITT, DBL (CRUCIFO","724401-000000001","2","2","0","2","72","100163","No  ","05/06/2013","14","0","04/22/2013","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","469","611","    611-04-00001","FITTING, SECURING, A","704806-000000001","550","550","512","38","70","1","No  ","11/12/2013","80","0","08/24/2013","EA ","32","0","0","550","512","6"
"  8019 EBSCH, KRISTI   ","469","613","    613-01-0003A","UPHAUL STAPLE, 3/8"" ","723016-000000001","11","11","4","7","72","100876","No  ","10/21/2013","123","0","06/20/2013","EA ","4","0","0","11","4","3"
"  8019 EBSCH, KRISTI   ","469","623","    623-05-000S4","INCLINE LADDER #4 AS","690200-000000013","1","1","0","1","69","104361","No  ","04/08/2013","123","0","12/06/2012","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","665","    665-01-087AD","VERTICAL RETAINING B","780800-000000020","13","13","0","13","78","        ","No  ","06/03/2013","0","0","06/03/2013","EA ","0","0","0","13","0","13"
"  8019 EBSCH, KRISTI   ","469","671","    671-94-000S9","AFFF(2)PAIL STOWAGE ","780103-000000004","1","1","0","1","78","105206","No  ","09/24/2013","14","0","09/10/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","671","    671-96-0025B","FOUNDATION, P/N 25B,","180100-000000164","14","14","0","14","18","        ","No  ","09/24/2013","123","0","05/24/2013","EA ","0","0","0","14","0","14"
"  8019 EBSCH, KRISTI   ","469","712","    712-03-0046E","BATTENS, BAR, FLAT, ","780000020000-001","9","9","0","9","78","        ","No  ","02/10/2014","123","0","10/10/2013","EA ","0","0","0","9","0","9"
"  8019 EBSCH, KRISTI   ","469","712","    712-03-0071B","BATTENS, BAR, FLAT, ","780000020000-002","25","25","0","25","78","        ","No  ","02/10/2014","123","0","10/10/2013","EA ","0","0","0","25","0","25"
"  8019 EBSCH, KRISTI   ","469","712","    712-03-0071D","BATTENS, BAR, FLAT, ","780000020000-003","9","9","0","9","78","        ","No  ","02/10/2014","123","0","10/10/2013","EA ","0","0","0","9","0","9"
"  8019 EBSCH, KRISTI   ","469","995","    995-01-00023","VENDOR SERVICES TO P","SRV521-032200358","4","4","0","4","  SRVC","100774","No  ","01/04/2013","123","0","09/03/2012","LO ","0","0","0","4","0","4"
"  8019 EBSCH, KRISTI   ","469","127","127-01-53301-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","16","22079","No  ","01/07/2014","60","0","11/08/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","127","127-01-53301-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","16","22079","No  ","01/07/2014","60","0","11/08/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","127","127-01-53301-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","16","22079","No  ","01/07/2014","123","0","09/06/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","161","161-02-SEG0A-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","18","100163","No  ","10/29/2013","123","0","06/28/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","161","161-02-SEG0B-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","18","100163","No  ","10/29/2013","123","0","06/28/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","161","161-02-SEGAB-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","9","100163","No  ","10/29/2013","123","0","06/28/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22009-S00","PIPE SADDLE ASSY,321","            -S00","2","2","0","2","54","105206","No  ","01/04/2013","123","0","09/03/2012","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22009-S01","PIPE SADDLE ASSY,321","            -S00","2","2","0","2","54","105206","No  ","01/04/2013","123","0","09/03/2012","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22015-S00","ANCHOR FDN ASSY, W/3","80A202-000000004","1","1","0","1","80","105206","No  ","01/18/2013","30","0","12/19/2012","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22015-S01","ANCHOR FDN ASSY, W/3","80A202-000000004","1","1","0","1","80","105206","No  ","01/18/2013","30","0","12/19/2012","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22024-S00","CLAMP, PIPE, 13-1/4""","            -S00","1","1","0","1","70","105206","No  ","09/16/2013","56","0","07/22/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22031-S01","ANCHOR FDN ASSY, W/3","            -S00","2","2","0","2","80","105206","No  ","01/18/2013","30","0","12/19/2012","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22032-S00","HOT HANGER ASSEMBLY,","            -S00","1","1","0","1","80","105206","No  ","01/18/2013","30","0","12/19/2012","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-22033-S00","ANCHOR FDN ASSY, W/4","            -S00","1","1","0","1","80","105206","No  ","01/18/2013","30","0","12/19/2012","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP001-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","02/07/2013","60","0","12/09/2012","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP001-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","02/07/2013","60","0","12/09/2012","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP001-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","02/07/2013","60","0","12/09/2012","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP002-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","02/07/2013","60","0","12/09/2012","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP002-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","02/07/2013","60","0","12/09/2012","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP002-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","02/07/2013","60","0","12/09/2012","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP003-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","07/01/2013","60","0","05/02/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP003-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","07/01/2013","60","0","05/02/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP003-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","07/01/2013","60","0","05/02/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP004-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","07/01/2013","60","0","05/02/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP004-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","07/01/2013","60","0","05/02/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","259","259-05-SP004-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","07/01/2013","60","0","05/02/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","512","512-01-00015-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","  SRVC","100788","No  ","10/12/2012","123","0","06/11/2012","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0002-L08","DRAWINGS, PRELIMINAR","            -L08","1","1","0","1","23","22079","No  ","03/10/2014","60","0","01/09/2014","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0003-L08","DRAWINGS, PRELIMINAR","            -L08","1","1","0","1","23","22079","No  ","11/05/2013","60","0","09/06/2013","LO ","0","0","0","1","0","1"
"Buyer                  ","Proj. ","SWBS","Item            ","Description         ","Linked STD Item ","EBOM Qty","Orig.   ","Consum  ","Remain  ","Group ","Supplier","Hold","MRIY Date ","LTime","SHLF LF ","Plan Or.Dt","UOM","On Hand ","On Order","Alloc   ","    EFDB      "," Act. Issue   ","Shortage"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0003-L08","DRAWINGS, PRELIMINAR","            -L08","1","1","0","1","23","22079","No  ","11/05/2013","60","0","09/06/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0003-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","23","        ","No  ","11/05/2013","60","0","09/06/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0004-L08","DRAWINGS, PRELIMINAR","            -L08","1","1","0","1","23","22079","No  ","03/10/2014","60","0","01/09/2014","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0004-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","23","        ","No  ","03/10/2014","60","0","01/09/2014","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0005-L08","DRAWINGS, PRELIMINAR","            -L08","1","1","0","1","23","22079","No  ","03/10/2014","60","0","01/09/2014","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0005-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","23","        ","No  ","03/10/2014","60","0","01/09/2014","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0006-L08","DRAWINGS, PRELIMINAR","            -L08","1","1","0","1","23","22079","No  ","11/26/2013","60","0","09/27/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0006-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","23","        ","No  ","11/26/2013","60","0","09/27/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","551","551-01-E0013-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","68","105209","No  ","11/25/2013","60","0","09/26/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","581","581-01-00001-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","100163","No  ","10/29/2013","60","0","08/30/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","581","581-01-00009-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","11/05/2013","60","0","09/06/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","582","582-01-00100-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","11/05/2013","60","0","09/06/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","582","582-01-00100-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","70","105859","No  ","11/05/2013","123","0","07/05/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","582","582-01-00102-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","11/05/2013","60","0","09/06/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","582","582-01-00102-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","70","105859","No  ","11/05/2013","123","0","07/05/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","582","582-01-S0001-800","INSERT PLATE, 70MM, ","700022-000000004","1","1","0","1","70","18143","No  ","11/05/2013","123","0","07/05/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","611","611-03-00S3A-800","BACK-UP STRUCTURE, D","780805-000000002","12","12","0","12","78","100876","No  ","10/07/2013","56","0","08/12/2013","EA ","0","0","0","12","0","12"
"  8019 EBSCH, KRISTI   ","469","611","611-03-00S3A-801","BACK-UP STRUCTURE, D","780805-000000003","1","1","0","1","78","        ","No  ","10/07/2013","56","0","08/12/2013","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","612","612-01-90001-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","  SRVC","        ","No  ","04/25/2013","60","0","02/24/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","612","612-01-90002-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","  SRVC","        ","No  ","04/25/2013","60","0","02/24/2013","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","469","637","637-97-00S78-S00","SHELF, PRINTER, FABR","            -S00","1","1","0","1","0","100876","No  ","04/29/2013","123","0","12/27/2012","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","243","    243-00-00002","SERVICE, IN-PLACE MA","SRV524-030900008","1","1","0","1","  SRVC","105206","No  ","01/04/2013","123","0","09/03/2012","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","243","    243-99-00001","SERVICES OF LAMALO T","SRV524-030800003","1","1","0","1","  SRVC","105065","No  ","02/27/2013","380","0","02/13/2012","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","243","    243-99-000A1","SERVICES, MACHINING,","SRV524-030900009","1","1","0","1","  SRVC","100522","No  ","02/27/2013","60","0","12/29/2012","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","247","    247-01-000S1","SPACER, SHAFT, THRUS","SRV524-030900011","4","4","0","4","  SRVC","        ","No  ","09/16/2013","123","0","05/16/2013","LO ","0","0","0","4","0","4"
"  8021 FRISQUE, SUSAN  ","469","247","    247-01-MS003","SERVICES, MACHINING,","SRV524-030900014","1","1","0","1","  SRVC","        ","No  ","09/16/2013","123","0","05/16/2013","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","514","    514-01-VS006","VSR, RENTAL, RECLAIM","            -VSR","1","1","0","1","  SRVC","        ","No  ","01/04/2013","123","0","09/03/2012","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-00900","OIL, ENGINE, MIL SYM","240206000001-001","2","2","1","1","24","38570","No  ","05/23/2014","15","12","05/08/2014","EA ","0","0","0","2","1","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-10001","OIL, ISO VG150-680, ","240200000000-001","2","2","0","2","24","38570","No  ","05/23/2014","45","60","04/08/2014","EA ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-10002","GREASE, NLGI GRADE 2","240900000300-001","4","4","0","4","24","38570","No  ","05/23/2014","45","60","04/08/2014","EA ","0","0","0","4","0","4"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-10004","LUBRICANT, WIRE ROPE","240800000001-001","3","3","0","3","24","38570","No  ","05/23/2014","45","60","04/08/2014","EA ","0","0","0","3","0","3"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-10005","OIL, ENG, MIL SYM 21","240206000001-005","1","1","0","1","24","38570","No  ","10/22/2013","15","12","10/07/2013","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-20004","OIL, ENGINE LUBRICAT","240206000000-007","2860","2860","2640","220","24","108170","No  ","01/04/2013","15","60","12/20/2012","GL ","0","0","0","2860","2640","220"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-20005","GOVERNOR OIL, 312-30","240223000000-001","2","2","0","2","24","        ","No  ","01/04/2013","60","0","11/05/2012","EA ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-20022","OIL, LUBRICATING, SA","240206000000-002","1","1","0","1","24","38570","No  ","09/16/2013","45","60","08/02/2013","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-20024","DETERGENT, GT WATER ","241321000000-001","2","2","0","2","24","38570","No  ","09/16/2013","45","0","08/02/2013","EA ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-20041","OIL, HYDRAULIC, ISO ","240202000000-008","4300","4300","0","4300","24","38570","No  ","09/16/2013","10","60","09/06/2013","EA ","0","0","0","4300","0","4300"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-30003","ANTIFREEZE, ETHYLENE","240307000000-002","25","25","1","24","24","38570","No  ","10/22/2013","45","60","09/07/2013","EA ","0","0","0","25","1","24"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-30005","OIL, ENGINE LUBRICAT","240206000000-006","324","324","165","159","24","38570","No  ","01/04/2013","15","60","12/20/2012","GL ","0","0","0","324","165","159"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-40001","LUBRICANT, ISOFLEX T","240906010000-001","2","2","0","2","24","38570","No  ","08/26/2013","45","60","07/12/2013","EA ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-40002","GREASE, MIL-G-21164,","240922010301-001","1","1","0","1","24","38570","No  ","08/26/2013","45","60","07/12/2013","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50001","GREASE, NLGI GRADE 2","240905000300-002","10","10","0","10","24","38570","No  ","03/10/2014","30","60","02/08/2014","EA ","0","0","0","10","0","10"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50002","GREASE, CHEVRON SRI ","240900000100-001","10","10","0","10","24","38570","No  ","12/03/2013","30","60","11/03/2013","EA ","0","0","0","10","0","10"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50029","GREASE, MOLYKOTE LON","240922000000-001","2","2","0","2","24","38570","No  ","03/10/2014","60","0","01/09/2014","GL ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50030","FLUID, TRANSMISSION ","241115000000-001","1","1","0","1","24","38570","No  ","10/22/2013","60","0","08/23/2013","GL ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50031","OIL, GEAR, SAE 50   ","240203000000-001","1","1","0","1","24","38570","No  ","10/22/2013","60","0","08/23/2013","GL ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50032","GREASE, MOBILUX EP 1","240905000000-001","5","5","0","5","24","38570","No  ","03/10/2014","60","0","01/09/2014","GL ","0","0","0","5","0","5"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50033","GREASE, MOBILGREASE ","240905000000-002","1","1","0","1","24","38570","No  ","03/10/2014","60","0","01/09/2014","GL ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50034","OIL, GEAR LUBRICANT,","240203010000-001","4","4","0","4","24","38570","No  ","10/22/2013","60","60","08/23/2013","EA ","0","0","0","4","0","4"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50035","OIL, ENG, MIL SYM 21","240206000001-003","5","5","0","5","24","38570","No  ","10/22/2013","15","12","10/07/2013","EA ","0","0","0","5","0","5"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50037","GREASE, NLGI GRADE 2","240914000300-001","4","4","0","4","24","38570","No  ","03/10/2014","30","60","02/08/2014","EA ","0","0","0","4","0","4"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50046","OIL, HYDRAULIC, ISO ","240202000000-003","2","2","0","2","24","38570","No  ","10/22/2013","123","0","06/21/2013","GL ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50061","GREASE, MIL-G-24139,","240911000301-001","2","2","0","2","24","38570","No  ","03/10/2014","10","60","02/28/2014","EA ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50066","GREASE, CITGO PREMIU","240905000100-001","2","2","0","2","24","38570","No  ","07/15/2013","123","60","03/14/2013","EA ","0","0","0","2","0","2"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-50071","OIL, GEAR LUBRICANT,","240203000000-004","16","16","0","16","24","1","No  ","12/03/2013","123","60","08/02/2013","EA ","0","0","0","16","0","16"
"  8021 FRISQUE, SUSAN  ","469","549","    549-01-60041","OIL, ENGINE, MIL SYM","240206000001-004","3","3","0","3","24","38570","No  ","10/22/2013","15","60","10/07/2013","GL ","0","0","0","3","0","3"
"  8021 FRISQUE, SUSAN  ","469","581","    581-01-00011","DETACHABLE LINK, 1-1","703900-000000007","18","18","8","10","70","1","No  ","11/05/2013","210","0","04/09/2013","EA ","0","0","0","18","8","10"
"  8021 FRISQUE, SUSAN  ","469","982","    982-01-00001","DIESEL FUEL, #2, FOR","240420-000000001","########","########","########","36510.8","24","107350","No  ","01/04/2013","60","0","11/05/2012","GL ","0","1","0.3","300000","263488.9","36510.1"
"  8021 FRISQUE, SUSAN  ","469","982","    982-01-JP500","JP-5 (F44) AIRCRAFT ","SRV520-011000032","38000","38000","7001","30999","  SRVC","106890","No  ","01/04/2013","123","0","09/03/2012","GL ","0","0","0","38000","7001","30999"
"  8021 FRISQUE, SUSAN  ","469","986","    986-01-00585","SMOKE DETECTOR TESTE","TEST00-000001039","10","10","0","10","  TEST","        ","No  ","11/09/2012","123","0","07/09/2012","EA ","0","0","0","10","0","10"
"  8021 FRISQUE, SUSAN  ","469","184","184-01-00001-803","ESTABLISH & INSTALL ","SRV521-030800003","1","1","1","0","  SRVC","105094","No  ","05/28/2013","167","0","12/12/2012","LO ","0","-2649.23","0","1","1","2649.23"
"Buyer                  ","Proj. ","SWBS","Item            ","Description         ","Linked STD Item ","EBOM Qty","Orig.   ","Consum  ","Remain  ","Group ","Supplier","Hold","MRIY Date ","LTime","SHLF LF ","Plan Or.Dt","UOM","On Hand ","On Order","Alloc   ","    EFDB      "," Act. Issue   ","Shortage"
"  8021 FRISQUE, SUSAN  ","469","184","184-01-00001-803","ESTABLISH & INSTALL ","SRV521-030800003","1","1","1","0","  SRVC","105094","No  ","05/28/2013","167","0","12/12/2012","LO ","0","-2649.23","0","1","1","2649.23"
