"Buyer                  ","Proj. ","SWBS","Item            ","Description         ","Linked STD Item ","EBOM Qty","Orig.   ","Consum  ","Remain  ","Group ","Supplier","Hold","MRIY Date ","LTime","SHLF LF ","Plan Or.Dt","UOM","On Hand ","On Order","Alloc   ","    EFDB      "," Act. Issue   ","Shortage"
"  8019 EBSCH, KRISTI   ","479","127","127-01-53301-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","16","        ","No  ","01/03/2017","123","0","09/02/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0A-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0A-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0A-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0A-L47","GOVERNMENT INSPECTIO","            -L47","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0A-L51","DATA, FOR WEIGHT CRI","            -L51","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0A-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","18","100163","No  ","09/14/2016","123","0","05/14/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0B-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0B-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0B-L47","GOVERNMENT INSPECTIO","            -L47","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0B-L51","DATA, FOR WEIGHT CRI","            -L51","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0B-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","18","100163","No  ","09/14/2016","123","0","05/14/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0C-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0C-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0C-L47","GOVERNMENT INSPECTIO","            -L47","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0C-L51","DATA, FOR WEIGHT CRI","            -L51","1","1","0","1","18","100163","No  ","09/14/2016","60","0","07/16/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0C-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","18","100163","No  ","09/14/2016","123","0","05/14/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0D-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","18","100163","No  ","10/21/2016","60","0","08/22/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0D-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","18","100163","No  ","10/21/2016","60","0","08/22/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0D-L47","GOVERNMENT INSPECTIO","            -L47","1","1","0","1","18","100163","No  ","10/21/2016","60","0","08/22/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0D-L51","DATA, FOR WEIGHT CRI","            -L51","1","1","0","1","18","100163","No  ","10/21/2016","60","0","08/22/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEG0D-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","18","100163","No  ","10/21/2016","123","0","06/20/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEGAB-L47","GOVERNMENT INSPECTIO","            -L47","1","1","0","1","9","100163","No  ","09/20/2016","60","0","07/22/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","161","161-02-SEGAB-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","9","100163","No  ","09/20/2016","123","0","05/20/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","251","251-06-GTLVR-L23","RELEASE FOR MANUFACT","            -L23","1","1","0","1","60","100979","No  ","08/24/2016","60","0","06/25/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-00052-800","GUIDE LINER PADS W/F","602810-000000002","4","4","0","4","60","57497","No  ","01/12/2016","42","0","12/01/2015","LO ","0","0","0","4","0","4"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22009-S00","PIPE SADDLE ASSY,321","            -S00","2","2","0","2","54","105206","No  ","02/04/2016","123","0","10/04/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22009-S01","PIPE SADDLE ASSY,321","            -S00","2","2","0","2","54","105206","No  ","02/04/2016","123","0","10/04/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22015-S00","ANCHOR FDN ASSY, W/3","80A202-000000004","1","1","0","1","80","        ","No  ","03/31/2016","30","0","03/01/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22015-S01","ANCHOR FDN ASSY, W/3","80A202-000000004","1","1","0","1","80","        ","No  ","03/31/2016","30","0","03/01/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22024-S00","CLAMP, PIPE, 13-1/4""","            -S00","1","1","0","1","70","104361","No  ","11/28/2016","56","0","10/03/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22031-S01","ANCHOR FDN ASSY, W/3","            -S00","2","2","0","2","80","        ","No  ","03/31/2016","30","0","03/01/2016","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22032-S00","HOT HANGER ASSEMBLY,","            -S00","1","1","0","1","80","        ","No  ","03/31/2016","30","0","03/01/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-22033-S00","ANCHOR FDN ASSY, W/4","            -S00","1","1","0","1","80","        ","No  ","03/31/2016","30","0","03/01/2016","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP001-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","01/12/2016","60","0","11/13/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP001-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","01/12/2016","60","0","11/13/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP001-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","01/12/2016","123","0","09/11/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP002-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","01/12/2016","60","0","11/13/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP002-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","01/12/2016","60","0","11/13/2015","LO ","0","0","0","1","0","1"
"Buyer                  ","Proj. ","SWBS","Item            ","Description         ","Linked STD Item ","EBOM Qty","Orig.   ","Consum  ","Remain  ","Group ","Supplier","Hold","MRIY Date ","LTime","SHLF LF ","Plan Or.Dt","UOM","On Hand ","On Order","Alloc   ","    EFDB      "," Act. Issue   ","Shortage"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP002-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","01/12/2016","60","0","11/13/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP002-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","01/12/2016","123","0","09/11/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP003-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","02/22/2016","60","0","12/24/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP003-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","02/22/2016","60","0","12/24/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP003-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","02/22/2016","123","0","10/22/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP004-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","50","100189","No  ","02/22/2016","60","0","12/24/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP004-L50","CERTIFICATES, CONSTR","            -L50","1","1","0","1","50","100189","No  ","02/22/2016","60","0","12/24/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-05-SP004-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","50","100189","No  ","02/22/2016","123","0","10/22/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","259","259-07-00900-800","GUIDE LINER PADS W/F","604010-000000003","4","4","4","0","60","        ","No  ","03/16/2016","42","0","02/03/2016","LO ","0","0","3","4","1","3"
"  8019 EBSCH, KRISTI   ","479","259","259-07-00902-800","GUIDE LINER PADS W/F","604010-000000002","2","2","2","0","60","        ","No  ","11/28/2016","42","0","10/17/2016","LO ","0","0","2","2","0","2"
"  8019 EBSCH, KRISTI   ","479","512","512-01-00015-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","  SRVC","100788","No  ","04/08/2016","123","0","12/07/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","512","512-01-LV999-800","HVAC LOUVER HARDWARE","SRV527-031500022","1","1","0","1","60","        ","No  ","12/14/2015","77","0","09/28/2015","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","512","512-01-LV999-L23","RELEASE FOR MANUFACT","            -L23","1","1","0","1","60","100979","No  ","05/05/2016","60","0","03/06/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","551","551-01-E0013-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","68","105209","No  ","03/09/2017","60","0","01/08/2017","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","551","551-01-E0014-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","23","        ","No  ","04/28/2017","60","0","02/27/2017","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","551","551-01-E0014-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","23","        ","No  ","04/28/2017","60","0","02/27/2017","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","551","551-01-E0014-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","23","        ","No  ","04/28/2017","60","0","02/27/2017","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","551","551-01-E0014-L68","CERTIFICATES, VENDOR","            -L68","1","1","0","1","23","        ","No  ","04/28/2017","123","0","12/26/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","581","581-01-00003-L26","CERTIFICATE, IDENTIC","            -L26","1","1","0","1","70","105859","No  ","07/03/2017","60","0","05/04/2017","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","581","581-01-00004-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","07/03/2017","60","0","05/04/2017","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","581","581-01-00005-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","07/03/2017","60","0","05/04/2017","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","581","581-01-00013-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","07/03/2017","60","0","05/04/2017","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","581","581-01-00020-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","06/05/2017","60","0","04/06/2017","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","581","581-01-00022-L11","CERTIFICATES, REGULA","            -L11","1","1","0","1","70","105859","No  ","06/05/2017","60","0","04/06/2017","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","582","582-01-00007-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","72","100163","No  ","08/31/2016","60","0","07/02/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","582","582-01-00010-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","72","100163","No  ","11/25/2016","60","0","09/26/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","612","612-02-90001-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","  SRVC","        ","No  ","06/07/2016","60","0","04/08/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","612","612-02-90002-L06","REPORT, IN-PLANT TES","            -L06","1","1","0","1","  SRVC","        ","No  ","06/07/2016","60","0","04/08/2016","LO ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","613","613-01-000S9-800","BOLT, EYE, 3/4-10UNC","715204190000-001","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-000S9-801","NUT, HEX, 3/4-10UNC-","710330690000-004","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-000S9-802","WASHER, FLAT, 3/4"", ","710830200049-001","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-000S9-803","PIN, CLEVIS, 5/8 X 1","711204420000-002","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-000S9-804","PIN, COTTER, 3/32 X ","711204420000-003","4","4","0","4","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","4","0","4"
"  8019 EBSCH, KRISTI   ","479","613","613-01-000S9-805","PIN, HINGE, FAB, 1"",","711330000000-001","1","1","0","1","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","613","613-01-00S13-800","BOLT, EYE, 3/4-10UNC","715204190000-001","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-00S13-801","NUT, HEX, 3/4-10UNC-","710330690000-004","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-00S13-802","WASHER, FLAT, 3/4"", ","710830200049-001","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-00S13-803","PIN, CLEVIS, 5/8 X 1","711204420000-002","2","2","0","2","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","2","0","2"
"  8019 EBSCH, KRISTI   ","479","613","613-01-00S13-804","PIN, COTTER, 3/32 X ","711204420000-003","4","4","0","4","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","4","0","4"
"  8019 EBSCH, KRISTI   ","479","613","613-01-00S13-805","PIN, HINGE, FAB, 1"",","711330000000-001","1","1","0","1","71","        ","No  ","12/14/2015","14","0","11/30/2015","EA ","0","0","0","1","0","1"
"  8019 EBSCH, KRISTI   ","479","637","637-97-00S78-S00","SHELF, PRINTER, FABR","            -S00","1","1","0","1","0","100876","No  ","05/05/2016","123","0","01/03/2016","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","8","    008-01-00001","SERVICES, MODULE DEL","SRV300-010200001","1","1","0","1","  SRVC","        ","No  ","12/14/2015","123","0","08/13/2015","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","42","    042-01-00003","SRVC, PHOTOGRAPHY, C","SRV520-031900001","1","1","0","1","  SRVC","49452","No  ","12/14/2015","123","0","08/13/2015","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","42","    042-01-00061","CLEANING SERVICES FO","SRV520-012000101","8","8","0","8","  SRVC","76604","No  ","12/14/2015","123","0","08/13/2015","EA ","0","0","0","8","0","8"
"  8021 FRISQUE, SUSAN  ","479","180","    180-01-VS001","VSR, MACHINE FDN D2S","            -VSR","1","1","0","1","  SRVC","        ","No  ","12/14/2015","123","0","08/13/2015","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","180","    180-01-VS002","VENDOR SERVICE REQUE","            -VSR","1","1","0","1","  SRVC","        ","No  ","02/04/2016","123","0","10/04/2015","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-01-00001","COMBAT SYSTEM ALIGNM","SRV521-030800001","1","1","0","1","  SRVC","105094","No  ","02/04/2016","100","0","10/27/2015","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00001","57MM GUN FDN MACHINI","SRV521-030900791","1","1","0","1","  SRVC","        ","No  ","03/30/2017","123","0","11/27/2016","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00002","FOUNDATION DRILLING ","SRV521-030900792","1","1","0","1","  SRVC","        ","No  ","03/30/2017","123","0","11/27/2016","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00003","RAM GML MK 144 FDN M","SRV521-030900793","1","1","0","1","  SRVC","        ","No  ","07/17/2017","123","0","03/16/2017","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00004","DECOY LAUNCHER FND M","SRV521-030900794","1","1","0","1","  SRVC","        ","No  ","07/17/2017","123","0","03/16/2017","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00005","WSN-7 GYRO FND MACHI","SRV521-030900795","1","1","0","1","  SRVC","        ","No  ","02/22/2017","123","0","10/22/2016","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00006","WSN-7 GYRO FND MACHI","SRV521-030900796","1","1","0","1","  SRVC","        ","No  ","03/23/2017","123","0","11/20/2016","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00007","TRS-3D ANTENNA FND M","SRV521-030900797","1","1","0","1","  SRVC","        ","No  ","07/10/2017","123","0","03/09/2017","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00008","GFCS-EO MOUNT FND MA","SRV521-030900798","1","1","0","1","  SRVC","        ","No  ","07/10/2017","123","0","03/09/2017","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00009","SHF ANTENNA FND MACH","SRV521-030900799","1","1","0","1","  SRVC","        ","No  ","07/10/2017","123","0","03/09/2017","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","184","    184-99-00010","TCDL ANTENNA FND FWD","SRV521-030900800","1","1","0","1","  SRVC","        ","No  ","07/10/2017","123","0","03/09/2017","LO ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","243","    243-00-00002","SERVICE, IN-PLACE MA","SRV524-030900008","1","1","0","1","  SRVC","105206","No  ","12/14/2015","123","0","08/13/2015","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","243","    243-99-000A1","SERVICES, MACHINING,","SRV524-030900009","1","1","0","1","  SRVC","100522","No  ","04/25/2016","60","0","02/25/2016","EA ","0","0","0","1","0","1"
"  8021 FRISQUE, SUSAN  ","479","244","    244-01-000L1","GREASE, NLGI GRADE 2","240905000300-001","8","8","0","8","24","38570","No  ","01/17/2017","30","60","12/18/2016","EA ","0","0","0","8","0","8"
"  8021 FRISQUE, SUSAN  ","479","244","    244-01-MS005","SERVICES, MACHINING,","SRV524-030900010","1","1","0","1","  SRVC","100522","No  ","04/25/2016","60","0","02/25/2016","EA ","0","0","0","1","0","1"
"Buyer                  ","Proj. ","SWBS","Item            ","Description         ","Linked STD Item ","EBOM Qty","Orig.   ","Consum  ","Remain  ","Group ","Supplier","Hold","MRIY Date ","LTime","SHLF LF ","Plan Or.Dt","UOM","On Hand ","On Order","Alloc   ","    EFDB      "," Act. Issue   ","Shortage"
"  8021 FRISQUE, SUSAN  ","479","244","    244-01-MS005","SERVICES, MACHINING,","SRV524-030900010","1","1","0","1","  SRVC","100522","No  ","04/25/2016","60","0","02/25/2016","EA ","0","0","0","1","0","1"
